pid,fig,png,mode,ink,kind,cut_id,axis,depth,gap,gap_px,half_a,half_b,box,selected_x,run_len,longest,tie,reason,candidates,n_free,n_clipped,selected_run,search_to,need_overlap,orphan,w,h,outcome,n_candidates,nearest,relation,n_opposite,n_nested,opposite,nested,lineage,panel,cut_axis,side,accepted,c_data_no_axis,c_rows,c_caption,c_baseline,c_coords,c_regular,why_data_no_axis,why_rows,why_caption,why_baseline,why_coords,why_regular,reach,grown,score,n_rows,rule,measured,threshold,detail,axis_status,axis_from,spine_x,baseline_y,status,n_labels,n_bars,fragment,source
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"660,969,517,841",678,102,102,0.95,leftmost column whose run is >= 0.95 of the longest (102 px),678:102px;679:101px;914:99px;913:99px;949:46px;948:46px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"644,966,231,519",795,,,,leftmost of 2 free runs,795:406-514:free;796:406-514:free;645:63-327:clipped,2,1,406-514,837,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"644,966,231,519",795,108,111,0.95,leftmost column whose run is >= 0.95 of the longest (111 px),912:111px;911:111px;796:108px;795:108px;645:96px;798:70px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"644,1023,31,233",645,,,,no free run; leftmost of 1 clipped,645:63-327:clipped,0,1,63-327,871,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"644,1023,31,233",645,170,170,0.95,leftmost column whose run is >= 0.95 of the longest (170 px),645:170px;950:61px;949:61px;948:61px;736:58px;703:58px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"106,501,27,297",395,270,NO_PANEL_IN_REACH,0,left 143px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"106,501,27,297",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"142,487,317,341",345,24,NO_PANEL_IN_REACH,0,left 157px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"142,487,317,341",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,left 260px share 0.52 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"99,384,370,664",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"138,172,695,708",34,13,NO_PANEL_IN_REACH,0,left 488px share 1.00 reach 61 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"138,172,695,708",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"192,211,696,720",19,24,NO_PANEL_IN_REACH,0,left 449px share 1.00 reach 61 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"192,211,696,720",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"130,469,949,975",339,26,NO_PANEL_IN_REACH,0,left 191px share 0.00 reach 61 [gap] [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"130,469,949,975",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"572,590,116,254",18,138,NO_PANEL_IN_REACH,0,left 54px share 0.85 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"572,590,116,254",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"573,587,262,273",14,11,NO_PANEL_IN_REACH,0,left 57px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"573,587,262,273",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"604,944,640,669",340,29,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"604,944,640,669",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"553,743,695,981",190,286,NO_PANEL_IN_REACH,0,overlap 0px share 0.51 reach 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"553,743,695,981",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"792,969,738,981",177,243,NO_PANEL_IN_REACH,0,overlap 0px share 0.42 reach 61 [share],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"792,969,738,981",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"191,490,27,145",,,,,no run long enough,,0,0,,370,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"191,490,27,145",482,66,66,0.95,leftmost column whose run is >= 0.95 of the longest (66 px),483:66px;482:66px;204:18px;198:18px;431:17px;430:17px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"191,490,27,145",482,66,66,0.95,leftmost column whose run is >= 0.95 of the longest (66 px),483:66px;482:66px;204:18px;198:18px;431:17px;430:17px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"191,501,145,225",216,,,,no free run; leftmost of 7 clipped,216:171-226:clipped;217:171-226:clipped;236:176-225:clipped;237:174-226:clipped;269:174-226:clipped;270:175-225:clipped;352:172-226:clipped,0,7,171-226,377,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"191,501,145,225",466,80,80,0.95,leftmost column whose run is >= 0.95 of the longest (80 px),499:80px;467:80px;466:80px;500:79px;217:54px;216:54px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"197,500,225,341",331,,,,no free run; leftmost of 2 clipped,331:224-277:clipped;332:224-277:clipped,0,2,224-277,378,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"197,500,225,341",446,68,68,0.95,leftmost column whose run is >= 0.95 of the longest (68 px),447:68px;446:68px;332:52px;331:52px;463:19px;462:19px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"191,500,375,511",328,,,,no free run; leftmost of 2 clipped,328:448-512:clipped;329:448-512:clipped,0,2,448-512,376,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"191,500,375,511",328,63,63,0.95,leftmost column whose run is >= 0.95 of the longest (63 px),329:63px;328:63px;196:21px;195:20px;194:18px;193:15px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"192,500,511,720",249,,,,leftmost of 2 free runs,249:559-627:free;250:559-627:free;212:510-575:clipped;213:510-575:clipped;349:510-576:clipped;350:510-576:clipped,2,4,559-627,376,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"194,500,834,975",247,,,,leftmost of 5 free runs,247:852-916:free;248:852-916:free;249:852-916:free;364:865-921:free;365:865-921:free;327:834-879:clipped;328:834-879:clipped,5,2,852-916,377,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"194,500,834,975",444,117,117,0.95,leftmost column whose run is >= 0.95 of the longest (117 px),445:117px;444:117px;249:64px;248:64px;247:64px;482:63px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"703,967,179,227",703,,,,no free run; leftmost of 5 clipped,703:170-228:clipped;736:170-228:clipped;818:178-228:clipped;850:178-228:clipped;851:178-228:clipped,0,5,170-228,861,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"703,967,179,227",703,48,48,0.95,leftmost column whose run is >= 0.95 of the longest (48 px),851:48px;850:48px;818:48px;736:48px;703:48px;966:40px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"660,969,227,341",683,,,,no free run; leftmost of 4 clipped,683:227-291:clipped;684:227-291:clipped;797:227-301:clipped;798:227-301:clipped,0,4,227-291,845,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"660,969,227,341",797,74,74,0.95,leftmost column whose run is >= 0.95 of the longest (74 px),798:74px;797:74px;913:65px;912:65px;684:64px;683:64px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"663,930,375,513",795,,,,no free run; leftmost of 2 clipped,795:406-514:clipped;796:406-514:clipped,0,2,406-514,823,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"663,930,375,513",795,107,110,0.95,leftmost column whose run is >= 0.95 of the longest (110 px),912:110px;911:110px;796:107px;795:107px;667:24px;666:24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"660,969,513,669",678,,,,no free run; leftmost of 2 clipped,678:513-619:clipped;679:513-618:clipped,0,2,513-619,845,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"660,969,513,669",678,106,106,0.95,leftmost column whose run is >= 0.95 of the longest (106 px),678:106px;679:105px;949:46px;948:46px;716:46px;715:46px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"660,969,696,836",,,,,no run long enough,,0,0,,845,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"660,969,696,836",913,98,98,0.95,leftmost column whose run is >= 0.95 of the longest (98 px),914:98px;913:98px;717:34px;716:34px;663:24px;662:24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"660,969,696,836",913,98,98,0.95,leftmost column whose run is >= 0.95 of the longest (98 px),914:98px;913:98px;717:34px;716:34px;663:24px;662:24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_CANDIDATES,,,,,,,,"663,969,836,981",679,,,,no free run; leftmost of 4 clipped,679:835-937:clipped;680:835-937:clipped;796:835-938:clipped;797:835-938:clipped,0,4,835-937,846,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"663,969,836,981",679,101,102,0.95,leftmost column whose run is >= 0.95 of the longest (102 px),797:102px;796:102px;680:101px;679:101px;834:42px;833:42px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"106,501,27,297",395,270,NO_PANEL_IN_REACH,0,left 202px share 1.00 reach 34 [gap] | overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"106,501,27,297",,,,,,SAME_HALF_NESTED_PANEL,0,2,,"191,490,27,145;191,501,145,225",CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"142,487,317,341",345,24,NO_PANEL_IN_REACH,0,left 173px share 1.00 reach 34 [gap] | overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"142,487,317,341",,,,,,OPPOSITE_HALF_MULTIPLE_PANELS,2,0,"191,490,27,145;191,501,145,225",,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"99,384,370,664",285,294,NO_PANEL_IN_REACH,0,left 279px share 1.00 reach 34 [gap] | overlap 0px share 1.00 reach 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"99,384,370,664",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"192,500,511,720",445,119,119,0.95,leftmost column whose run is >= 0.95 of the longest (119 px),446:119px;445:119px;250:68px;249:68px;383:65px;382:65px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,20,,,,,,,,,,,,,,,,"138,172,695,708",34,13,OFFERED,,,,,,,,,"192,500,511,720",,left,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,GATE,,,,20,,,,,,,,,,,,,,,,"138,172,695,708",,,,,,,,,,,,"192,500,511,720",,left,True,O,O,-,O,O,-,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,GATE_WHY,,,,,,,,,,,,,,,,,,,,"138,172,695,708",,,,,,,,,,,,"192,500,511,720",,,,,,,,,,"축 없음, 잉크 0.186","행 겹침 1.00, 패널 행 511-720, 조각 695-708",이 클립에서 캡션을 읽지 못했다,"건너는 간격 87 px, 패널 내부의 가장 큰 간격 98 px","밑변에 선 열 0.00, 축 범위 안 잉크 2.05 (교집합 0.00)",막대·눈금이 0→0개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,POST,,,,,,,,,,,,,,,,,,,,"138,172,695,708",,,ADOPTED,,,,,,,,,"192,500,511,720",,,,,,,,,,,,,,,,,"138,500,511,720",,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"192,211,696,720",19,24,NO_PANEL_IN_REACH,0,left 449px share 1.00 reach 34 [gap] | overlap 0px share 1.00 reach 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"192,211,696,720",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"130,469,949,975",339,26,NO_PANEL_IN_REACH,0,left 194px share 1.00 reach 98 [gap] | overlap 0px share 1.00 reach 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"130,469,949,975",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"572,590,116,254",18,138,NO_PANEL_IN_REACH,0,left 113px share 1.00 reach 34 [gap] | right 71px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"572,590,116,254",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"573,587,262,273",14,11,NO_PANEL_IN_REACH,0,left 73px share 1.00 reach 34 [gap] | right 73px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"573,587,262,273",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"604,944,640,669",340,29,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 104px share 1.00 reach 98 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"604,944,640,669",,,,,,OPPOSITE_HALF_UNIQUE_PANEL,1,0,"663,930,375,513",,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"663,930,375,513",795,107,110,0.95,leftmost column whose run is >= 0.95 of the longest (110 px),912:110px;911:110px;796:107px;795:107px;667:24px;666:24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"663,930,375,513",795,107,110,0.95,leftmost column whose run is >= 0.95 of the longest (110 px),912:110px;911:110px;796:107px;795:107px;667:24px;666:24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"663,930,375,513",795,107,110,0.95,leftmost column whose run is >= 0.95 of the longest (110 px),912:110px;911:110px;796:107px;795:107px;667:24px;666:24px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,GATE_SHADOW,13,,,,21,,,,,,,,,,,,,,,"604,944,640,669",,,,,,,,,,,,"663,930,375,513",row,below,False,O,X,-,O,O,-,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,GATE_SHADOW_WHY,,,,,,,,,,,,,,,,,,,,"604,944,640,669",,,,,,,,,,,,"663,930,375,513",,,,,,,,,,"축 없음, 잉크 0.100","행 겹침 -4.34, 패널 행 375-514, 조각 640-669",이 클립에서 캡션을 읽지 못했다,"건너는 간격 0 px, 패널 내부의 가장 큰 간격 0 px","밑변에 선 열 0.00, 축 범위 안 잉크 1.89 (교집합 0.00)",막대·눈금이 1→1개뿐이라 규칙성을 잴 수 없다,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"553,743,695,981",190,286,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 34 | right 53px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"553,743,695,981",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,ORPHAN,,,,,,,,,,,,,,,,,,,,"792,969,738,981",177,243,NO_PANEL_IN_REACH,0,overlap 0px share 1.00 reach 98 | right 292px share 1.00 reach 34 [gap],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,PIECE_RELATION,,,,,,,,,,,,,,,,,,,,"792,969,738,981",,,,,,NO_SELECTED_PANEL_DESCENDANT,0,0,,,CONTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"660,969,517,841",678,102,102,0.95,leftmost column whose run is >= 0.95 of the longest (102 px),678:102px;679:101px;914:99px;913:99px;949:46px;948:46px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Fig. 1,ID475__fig1.png,GRID,140,AXIS_FALLBACK,,,,,,,,"644,966,231,519",795,108,111,0.95,leftmost column whose run is >= 0.95 of the longest (111 px),912:111px;911:111px;796:108px;795:108px;645:96px;798:70px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
